element,id,geometry,amenity,tourism,leisure,name,name:en,int_name,name:ja,ele,natural,addr:city,addr:postcode,addr:quarter,operator,operator:type,addr:province,opening_hours,source,description,website,name:ja-Latn,wikidata,addr:neighbourhood,direction,man_made,tower:construction,tower:type,layer,note,note:ja,source_ref,alt_name:fr,fee,name:fr,name:ja-Hira,wikimedia_commons,wikipedia,name:de,survey:date,addr:block_number,social_facility,KSJ2:BDC,KSJ2:DFC,KSJ2:DFC_label,KSJ2:PRC,KSJ2:PRC_label,KSJ2:forest_id,source:en,source:ja,landuse,surface,access,building,addr:full,addr:housenumber,shelter_type,source:name,height,crop,fixme,addr:county,phone,area,highway,operator:wikidata,place,contact:tripadvisor,contact:website,name:es,start_date,short_name,building:levels,roof:colour,roof:levels,roof:shape,level,addr:country,sport,bench,emergency,name:ja_kana,type,operator:ja,source:outline,addr:suburb,name:ja_rm,assembly_point:earthquake,assembly_point:fire,assembly_point:tsunami,shelter_type:ja,official_name,garden:type,barrier,fence_type,source:date,leaf_type,alt_name,private,check_date,opening_date,source:geometry,alt_name:en,alt_name:ja-Hira,alt_name:ja-Latn,architect,architect:wikidata,internet_access,name:it,name:vi,name:zh,short_name:en,short_name:fr,short_name:ja-Hira,short_name:ja-Latn,subject,subject:wikidata,mapillary,latitude,longitude
way,115448972,"POLYGON ((133.3964461 34.4600761, 133.3983182 34.4595556, 133.3978684 34.4584891, 133.396018 34.4590023, 133.3964461 34.4600761))",,,park,新涯四丁目公園,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.45928188324185,133.39716294490555
way,115451862,"POLYGON ((133.4025961 34.4715419, 133.4026194 34.4715596, 133.4034208 34.4713334, 133.4034568 34.4713233, 133.4034939 34.4713128, 133.4039167 34.4711934, 133.4043765 34.4710636, 133.4043132 34.4709055, 133.4039773 34.4700658, 133.4037231 34.4694307, 133.4037085 34.469394, 133.4030678 34.4695713, 133.4027489 34.4696595, 133.4027337 34.4696637, 133.4027015 34.4696726, 133.4023242 34.4697769, 133.402295 34.469785, 133.4022706 34.4697918, 133.4019521 34.4698799, 133.4019406 34.4699104, 133.4020566 34.4701991, 133.4020993 34.4701854, 133.4022637 34.4706004, 133.4022229 34.470613, 133.4022371 34.4706484, 133.4022456 34.4706695, 133.4022544 34.4706914, 133.4023474 34.4709231, 133.4024448 34.4711657, 133.402471 34.4712306, 133.4025961 34.4715419))",,,park,曙公園,Akebono Park,,曙公園,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.47047729311451,133.40316028958836
way,115977107,"POLYGON ((132.3418502 34.3567219, 132.3421121 34.3567753, 132.3423895 34.3568924, 132.3425682 34.3569483, 132.3430305 34.3570628, 132.3430983 34.3578591, 132.3430428 34.3579126, 132.3429509 34.357949, 132.3429134 34.3579609, 132.3426545 34.3580067, 132.3421848 34.3581104, 132.3420382 34.3581078, 132.3418808 34.358072, 132.3417379 34.3579961, 132.3415713 34.3579317, 132.341613 34.3578259, 132.3415688 34.357769, 132.3415619 34.35772, 132.3416077 34.3576273, 132.3416672 34.3576168, 132.3417954 34.3576461, 132.3418383 34.3575608, 132.3418656 34.3575004, 132.3418773 34.3573602, 132.341863 34.3572362, 132.3418107 34.3571584, 132.3417546 34.3571315, 132.3416776 34.3570781, 132.3416159 34.3570094, 132.3416067 34.3569738, 132.3418255 34.356727, 132.3418502 34.3567219))",,,park,桂公園,,,桂公園,,,,,,,,,,Bing,,,,,,,,,,,,"現地確認： 2011-05-15,2011-06-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,assembly_point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.35746838802246,132.34233827666748
way,116003308,"POLYGON ((132.2887715 34.3500582, 132.2890882 34.3497004, 132.2891632 34.3496362, 132.2890521 34.3493816, 132.2890326 34.3492807, 132.2890687 34.3492142, 132.2889937 34.3491867, 132.2890021 34.3491363, 132.2890771 34.3490973, 132.2891993 34.3490675, 132.2892937 34.3490285, 132.2894632 34.3488817, 132.2897132 34.3486913, 132.2898521 34.3486271, 132.289898 34.348618, 132.2899215 34.3486134, 132.2901854 34.3485973, 132.2902771 34.3485721, 132.2906215 34.3484758, 132.2906687 34.3484276, 132.2908326 34.3483886, 132.2911715 34.3482992, 132.2912638 34.3485861, 132.291274 34.3486179, 132.2913957 34.3489965, 132.2914049 34.3490249, 132.2914215 34.3490766, 132.2914215 34.3490996, 132.2913881 34.3491225, 132.2913105 34.3491394, 132.2912827 34.3491455, 132.2902743 34.3493656, 132.2902271 34.3493977, 132.2892271 34.3496202, 132.289241 34.3497555, 132.2892833 34.3498907, 132.2892449 34.3499492, 132.2888365 34.3500443, 132.2887715 34.3500582))",,,park,四季が丘公園 (ポポロの森),,,四季が丘公園 (ポポロの森),,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,assembly_point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.34903695895961,132.29019031260646
way,116692517,"POLYGON ((132.306983 34.3411514, 132.3066754 34.3411793, 132.3066379 34.3408881, 132.3069417 34.3408602, 132.306983 34.3411514))",,,park,六本松公園,,,六本松公園,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.34102004523182,132.30680957028545
way,116692520,"POLYGON ((132.3187408 34.3438489, 132.3190289 34.3437316, 132.31898 34.3436473, 132.3188675 34.3435686, 132.3186723 34.3437108, 132.3187191 34.3437868, 132.3187408 34.3438489))",,,park,今市公園,,,今市公園,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.34370967453719,132.31884446570047
way,116776998,"POLYGON ((132.3141507 34.3398332, 132.314259 34.3397807, 132.3143535 34.3398787, 132.3142825 34.3399093, 132.3142126 34.3399127, 132.3141977 34.3398937, 132.3141507 34.3398332))",,,park,余田公園,,,余田公園,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.33985417246356,132.31424945129712
way,117044087,"POLYGON ((132.3182479 34.3461005, 132.3181917 34.3460657, 132.3181724 34.3459541, 132.3181144 34.3458323, 132.3182461 34.3458135, 132.3183058 34.3460411, 132.3182824 34.3460651, 132.3182479 34.3461005))",,,park,地御前ハイツ第2公園,,,地御前ハイツ第2公園,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.34594657246549,132.31822015747701
way,119014726,"POLYGON ((132.308007 34.3416636, 132.3079626 34.3416671, 132.3079657 34.3416965, 132.3078952 34.3417147, 132.3079082 34.3417872, 132.3078622 34.3417963, 132.3077711 34.3418603, 132.3077002 34.3419645, 132.307657 34.3419976, 132.3077081 34.3419884, 132.307758 34.3419385, 132.3078855 34.3419298, 132.3078842 34.3418147, 132.308009 34.3417887, 132.3079946 34.3417171, 132.3079991 34.3417126, 132.308007 34.3416636))",,,park,玉ノ井第1公園,,,玉ノ井第1公園,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.34183171651061,132.3078677518536
way,120534317,"POLYGON ((132.4725382 34.3663896, 132.470524 34.3664926, 132.4705435 34.3668004, 132.4702866 34.3668037, 132.4703537 34.367169, 132.4704865 34.3672354, 132.4726024 34.3670949, 132.4725382 34.3663896))",,,park,宇品第一公園,Ujina Park No.1,,宇品第一公園,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.3668149585272,132.47148350973026
way,120839974,"POLYGON ((132.3007062 34.3489947, 132.3004153 34.3491404, 132.3003934 34.3491109, 132.3001145 34.3487303, 132.3001345 34.3486892, 132.3001784 34.3486482, 132.3003693 34.3485458, 132.3006765 34.348955, 132.3007062 34.3489947))",,,park,宮園第9公園,,,宮園第9公園,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.34884620607241,132.3003985049432
way,120904901,"POLYGON ((132.2918871 34.3511441, 132.2917788 34.3508195, 132.2919401 34.3507842, 132.2919073 34.3506885, 132.2919879 34.3506718, 132.2920257 34.3506989, 132.2921845 34.3507592, 132.2922349 34.3507738, 132.2920988 34.3511254, 132.2920938 34.3512003, 132.2921014 34.3512419, 132.2920686 34.351244, 132.2920409 34.3511941, 132.2920283 34.3511358, 132.2918871 34.3511441))",,,park,四季が丘 やまもも公園,,,四季が丘 やまもも公園,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.35092388205292,132.2920067456225
way,121195222,"POLYGON ((132.2725186 34.2803621, 132.2717932 34.2796749, 132.2730388 34.2783719, 132.2738832 34.2789185, 132.2725186 34.2803621))",,,park,小田島公園,,,小田島公園,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.27933808708504,132.2728136739013
way,121195226,"POLYGON ((132.2687709 34.2825342, 132.268932 34.2826037, 132.2689821 34.2825505, 132.2689373 34.2824558, 132.2688926 34.2823715, 132.2687494 34.282407, 132.2687612 34.2824362, 132.2687834 34.2824913, 132.2687709 34.2825342))",,,park,沖山第2公園,,,沖山第2公園,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.282485906193855,132.26886652769485
way,121547190,"POLYGON ((132.3158059 34.3518448, 132.3156291 34.3515911, 132.3159742 34.3514243, 132.316151 34.351678, 132.3158059 34.3518448))",,,park,峰高台第2公園,,,峰高台第2公園,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.35163455,132.31589005000004
way,121547191,"POLYGON ((132.3184629 34.3518482, 132.3185985 34.3520564, 132.3188508 34.3519464, 132.3188198 34.3519208, 132.3185938 34.3518305, 132.3185438 34.3518207, 132.3184629 34.3518482))",,,park,峰高台第3公園,,,峰高台第3公園,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.3519298435495,132.3186384231906
way,121987662,"POLYGON ((132.4678707 34.3639154, 132.4681541 34.3638982, 132.4681098 34.3633894, 132.4678346 34.3634047, 132.4678707 34.3639154))",,,park,宇品東第二公園 (Ujina Higashi Park No.2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.36365319290224,132.4679923350198
way,122091151,"POLYGON ((132.4675877 34.3680485, 132.4674168 34.3679913, 132.4671899 34.3679174, 132.4670142 34.3679108, 132.4669455 34.3678897, 132.4668199 34.3678996, 132.4667777 34.3679029, 132.4667788 34.3678769, 132.4667801 34.3678448, 132.4667809 34.3678317, 132.4668117 34.3677905, 132.4670806 34.3677244, 132.4671645 34.36771, 132.4671771 34.3677631, 132.4675937 34.3676899, 132.4675877 34.3680485))",,,park,翠町第一公園,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.36784468006924,132.4672637736143
way,122617317,"POLYGON ((132.4336916 34.370793, 132.433354 34.3705381, 132.433378 34.3703899, 132.4335611 34.3702813, 132.4338935 34.37051, 132.4336916 34.370793))",,,park,江波皿山公園,,,,,,,,,,,,,Bing,,,,Q11551230,,,,,,,,,,,,,,,ja:江波皿山公園,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.37052231670975,132.43361003103848
way,122620380,"POLYGON ((132.4535154 34.376969, 132.4553394 34.3764866, 132.4555769 34.3771563, 132.4559315 34.3770853, 132.4562417 34.3770422, 132.4566614 34.3769583, 132.4564185 34.3762379, 132.456711 34.3761622, 132.4565076 34.3755813, 132.4566275 34.3755555, 132.4563668 34.3747722, 132.4562255 34.3748056, 132.4561651 34.3747977, 132.4559905 34.3748543, 132.4556217 34.375053, 132.4551561 34.3753674, 132.4550893 34.3754699, 132.4550419 34.375547, 132.4549371 34.3756785, 132.454775 34.3758013, 132.4544276 34.3760101, 132.4540854 34.3762084, 132.4539279 34.3763359, 132.4538442 34.376389, 132.4537338 34.3765542, 132.4535882 34.3767985, 132.4535506 34.3768836, 132.4535154 34.376969))",,,park,千田公園,,,,,,,,,,,,,Bing,,,,Q11405706,,,,,,,,,,,,,,Category:Senda Park,ja:千田公園,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.376083956726255,132.4555181097654
way,122679037,"POLYGON ((132.2958684 34.3536363, 132.2955399 34.3532747, 132.2956631 34.3532024, 132.2960053 34.3535549, 132.2958684 34.3536363))",,,park,宮園上第3公園,,,宮園上第3公園,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.35342035979389,132.29577222967433
way,122679044,"POLYGON ((132.3040259 34.348328, 132.3043071 34.348436, 132.3046797 34.348409, 132.3047279 34.3483841, 132.3047974 34.3483496, 132.3049543 34.3482471, 132.3049935 34.3481661, 132.3046012 34.3479826, 132.3041502 34.3482578, 132.3040979 34.3482578, 132.3040259 34.348328))",,,park,宮園第4公園,,,宮園第4公園,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.34823997859417,132.30454072714986
way,122679045,"POLYGON ((132.3050935 34.3488909, 132.3051231 34.3488085, 132.3055037 34.3489184, 132.305829 34.3493486, 132.3056405 34.3495103, 132.3053005 34.3490435, 132.3052339 34.3489702, 132.3051711 34.3489214, 132.3050935 34.3488909))",,,park,宮園第2公園,,,宮園第2公園,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.34913875547604,132.30550060682341
way,122679046,"POLYGON ((132.3073258 34.3518018, 132.3077656 34.3515943, 132.3076991 34.3514906, 132.3076547 34.3514631, 132.3076067 34.3514631, 132.3073332 34.3515089, 132.3073738 34.3515577, 132.3072075 34.3516401, 132.3073258 34.3518018))",,,park,宮園第1公園,,,宮園第1公園,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.351611922873076,132.30748089271975
way,122740694,"POLYGON ((132.4523096 34.3877939, 132.451871 34.3871854, 132.4521867 34.3870418, 132.452607 34.387629, 132.452602 34.3876545, 132.4523096 34.3877939))",,,park,大手町第二公園,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.387416388131314,132.4522458861544
way,122890067,"POLYGON ((132.4745962 34.3952668, 132.4747035 34.3951805, 132.4747099 34.395185, 132.4747162 34.3951894, 132.4747564 34.3951494, 132.4747559 34.3951372, 132.4748601 34.3950488, 132.4749901 34.3949079, 132.4750189 34.3948743, 132.4750383 34.394879, 132.4750467 34.3948679, 132.4750549 34.394857, 132.4750848 34.3948663, 132.4751039 34.3948772, 132.475122 34.394893, 132.4751345 34.3949119, 132.4751392 34.3949317, 132.4751382 34.3949464, 132.4751352 34.3949594, 132.4751344 34.394963, 132.4751227 34.394982, 132.4748035 34.3953527, 132.4747518 34.3954029, 132.4746964 34.3954518, 132.4746845 34.3954373, 132.4746691 34.3954184, 132.4746442 34.3953878, 132.4744533 34.395492, 132.474437 34.3954707, 132.4743775 34.3954437, 132.4739184 34.3956946, 132.4739505 34.3957403, 132.4739047 34.3957649, 132.4739181 34.395782, 132.4737401 34.3958836, 132.4737487 34.3958948, 132.4736107 34.3959699, 132.473596 34.3959783, 132.473615 34.3960022, 132.4733849 34.3961301, 132.473043 34.3963169, 132.4729408 34.396386, 132.4728921 34.3964216, 132.4728102 34.3964671, 132.4727525 34.3965033, 132.4725605 34.3966276, 132.4724891 34.3967143, 132.4723967 34.3968004, 132.4722961 34.3967314, 132.4726976 34.3963637, 132.4727093 34.3963723, 132.4727505 34.3963399, 132.4727511 34.3963217, 132.4729165 34.3961876, 132.4732235 34.3960173, 132.4737314 34.3957384, 132.4745962 34.3952668))",,,park,松原町公園,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.39583751178532,132.47371638095422
way,123306729,"POLYGON ((132.4736093 34.388361, 132.4736742 34.3885004, 132.4737735 34.3888501, 132.473795 34.389295, 132.4741825 34.3892983, 132.4743113 34.389202, 132.4744843 34.3890537, 132.4748906 34.3890913, 132.4749872 34.3890781, 132.4749872 34.3890382, 132.4749363 34.3890282, 132.4749309 34.3885225, 132.474888 34.3884273, 132.4748088 34.3882934, 132.4747699 34.388248, 132.4746895 34.3881551, 132.4746639 34.3880876, 132.474649 34.3878165, 132.4746606 34.3877915, 132.4748806 34.3877998, 132.4750677 34.3878717, 132.4752823 34.387916, 132.4755371 34.3879393, 132.4755934 34.3874534, 132.4755478 34.3874279, 132.4754512 34.3874612, 132.4753077 34.38747, 132.475183 34.3873516, 132.4750033 34.387314, 132.4747793 34.3873029, 132.4746627 34.3872254, 132.4746251 34.3871535, 132.4746788 34.3869996, 132.4751307 34.3866411, 132.4753466 34.3865879, 132.4753319 34.3863987, 132.4752836 34.3863976, 132.4748169 34.3860445, 132.4745916 34.3859416, 132.4744481 34.3859416, 132.4744803 34.3858221, 132.4745607 34.3855897, 132.4739961 34.3854369, 132.4740624 34.3851266, 132.4744517 34.3852, 132.4746003 34.3851439, 132.474687 34.3851352, 132.4747029 34.3851049, 132.4749341 34.3846249, 132.4749336 34.3845382, 132.4749416 34.3844563, 132.4748772 34.3844154, 132.4746552 34.3843517, 132.4745607 34.3842892, 132.4746318 34.3840358, 132.4748102 34.3838764, 132.4750476 34.3837857, 132.4752071 34.383738, 132.4752299 34.3836716, 132.4751213 34.3836174, 132.4748518 34.3835543, 132.474775 34.3834785, 132.4748612 34.3834027, 132.4752607 34.3832917, 132.4752209 34.3832539, 132.4751476 34.3831417, 132.4750207 34.3831193, 132.4751173 34.382753, 132.4751937 34.3825128, 132.4752849 34.3822018, 132.4753748 34.3821321, 132.4754512 34.3821299, 132.4755156 34.382142, 132.4755625 34.3821443, 132.4756068 34.3821376, 132.4756578 34.3821055, 132.475694 34.3820745, 132.4757221 34.3820059, 132.475749 34.3819461, 132.4756953 34.3818222, 132.4756967 34.3817358, 132.4756578 34.3816384, 132.4756014 34.3815964, 132.4756524 34.3815233, 132.4755746 34.381499, 132.4756135 34.3813142, 132.4757691 34.3811382, 132.4757396 34.3810729, 132.4756913 34.3805338, 132.4753144 34.3802284, 132.4749175 34.3803258, 132.4748062 34.3802483, 132.4746613 34.380276, 132.4744722 34.3803667, 132.4743703 34.3804232, 132.4742483 34.3804652, 132.4741919 34.3804719, 132.4741477 34.380473, 132.474035 34.3804868, 132.4736253 34.380489, 132.4734141 34.3804879, 132.4731512 34.3804885, 132.4730775 34.3804995, 132.4730372 34.3805051, 132.4729749 34.3805195, 132.472989 34.3805554, 132.4728448 34.380655, 132.4727456 34.380712, 132.4725243 34.3808183, 132.4724793 34.3808947, 132.4723801 34.380991, 132.4723412 34.3811094, 132.4721602 34.3811847, 132.4719241 34.3811968, 132.4716103 34.3813319, 132.4712268 34.3818155, 132.4710833 34.3819041, 132.4709035 34.3820535, 132.4705897 34.3823833, 132.4704248 34.3826755, 132.4703081 34.3828615, 132.4702303 34.3829223, 132.4700747 34.3831038, 132.4698722 34.3833684, 132.4697851 34.3834912, 132.4696362 34.3837358, 132.469596 34.3837624, 132.4695638 34.3838122, 132.4694766 34.3839184, 132.4695705 34.383997, 132.4697247 34.3839328, 132.4697945 34.3839638, 132.4699755 34.3839616, 132.4702048 34.3838277, 132.4704409 34.3836727, 132.4705414 34.3836849, 132.4706702 34.383696, 132.4708687 34.3836251, 132.4711382 34.38352, 132.4712227 34.3834425, 132.4713743 34.3835344, 132.4713743 34.3836462, 132.4713193 34.3837712, 132.4710229 34.3840435, 132.4706608 34.3843003, 132.4707641 34.3844032, 132.4707279 34.384567, 132.4706045 34.3846334, 132.4704409 34.3846655, 132.4705455 34.3848371, 132.4707788 34.3847773, 132.4709102 34.3848271, 132.470925 34.3849333, 132.4713394 34.3849145, 132.4716009 34.3849079, 132.4718785 34.3848692, 132.4722058 34.3849322, 132.4720931 34.3852997, 132.4718504 34.3852543, 132.4716867 34.3852587, 132.4714572 34.3852658, 132.4713325 34.3853236, 132.4712871 34.3854267, 132.4713418 34.3855603, 132.4712655 34.3856408, 132.4712229 34.3857477, 132.4712779 34.3858576, 132.4713684 34.3858737, 132.4714764 34.3859893, 132.4715461 34.3861339, 132.471523 34.3862109, 132.4713909 34.3862752, 132.4713045 34.3863614, 132.4713087 34.3864427, 132.4712658 34.3865605, 132.4712469 34.3866123, 132.4712428 34.3867119, 132.4712294 34.3868204, 132.4712536 34.386858, 132.4712777 34.3867252, 132.4713515 34.3866123, 132.4714574 34.3864861, 132.471503 34.3864175, 132.4715835 34.3863179, 132.4716644 34.386245, 132.4717136 34.3861917, 132.4717846 34.3861109, 132.4718115 34.3860501, 132.4719456 34.3861353, 132.4720931 34.386215, 132.4723359 34.3863423, 132.4724927 34.3863319, 132.4726793 34.3863792, 132.4727435 34.3864396, 132.4727476 34.3865271, 132.4726305 34.3866385, 132.4724405 34.3867019, 132.4722728 34.3866732, 132.472128 34.3866765, 132.4720554 34.3867081, 132.4719822 34.3867463, 132.4719805 34.3868192, 132.4720006 34.3869366, 132.4719694 34.3871349, 132.4719449 34.3872524, 132.4720743 34.3874512, 132.4721548 34.3875043, 132.4723425 34.3874534, 132.4723989 34.3873494, 132.4726161 34.3871568, 132.4728066 34.3870107, 132.4729976 34.3869194, 132.4731058 34.386956, 132.4733099 34.387101, 132.4733846 34.3872885, 132.473498 34.3873734, 132.4737163 34.3873207, 132.4738432 34.3874036, 132.4738768 34.3874623, 132.4738821 34.3875718, 132.4737748 34.3876825, 132.4736139 34.3878485, 132.4732912 34.387887, 132.4733189 34.3880532, 132.4735075 34.3881281, 132.4735283 34.3882289, 132.4736093 34.388361))",,,park,比治山公園,Hijiyama Park,,比治山公園,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.38403201696801,132.47322953906692
way,123536175,"POLYGON ((132.28339 34.2987081, 132.2835019 34.2989226, 132.2838013 34.2988273, 132.2839275 34.2985353, 132.28339 34.2987081))",,,park,物見3号街区公園,,,物見3号街区公園,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.29873626386643,132.28365568418567
way,123536180,"POLYGON ((132.2790572 34.2963562, 132.2790138 34.2963716, 132.2789912 34.2963289, 132.2789849 34.296317, 132.2790283 34.2963017, 132.2790572 34.2963562))",,viewpoint,,展望広場,,,展望広場,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,yes,pedestrian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.296336631616775,132.27902104719618
way,123536196,"POLYGON ((132.2726926 34.2911788, 132.2729402 34.2912268, 132.2730035 34.291004, 132.2725685 34.2909197, 132.2725342 34.2910406, 132.2727216 34.2910769, 132.2726926 34.2911788))",,,park,毛保稲荷公園,,,毛保稲荷公園,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.291064301852515,132.2727889595205
way,123660489,"POLYGON ((132.3031955 34.3492912, 132.3034162 34.3491919, 132.3035406 34.3493409, 132.3036329 34.3493542, 132.3040542 34.3491389, 132.3041928 34.3493225, 132.3042267 34.3493674, 132.3035446 34.3497153, 132.3035085 34.3497054, 132.3031955 34.3492912))",,,park,宮園第3公園,,,宮園第3公園,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.34941235700651,132.3037013520563
way,123660491,"POLYGON ((132.2996901 34.3522188, 132.2998126 34.3524604, 132.2999045 34.3524121, 132.3000735 34.3523237, 132.2999147 34.3521064, 132.2997996 34.3521641, 132.2996901 34.3522188))",,,park,宮園第8公園,,,宮園第8公園,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.35228057455103,132.29987422105066
