OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,RMS,DATA_SOURCE
STARLINK-1008,2019-074B,2025-10-07T17:14:42.000029,15.06406394,0.0001289,53.0514,153.3339,87.3014,324.6843,0,C,44714,280,1,-0.0010873,-0.00016224,0,0.25,SpaceX-E
STARLINK-1010,2019-074D,2025-10-07T18:02:42.000000,15.8491158,0.0004156,53.0465,93.124,103.7097,233.8327,0,C,44716,280,1,0.00097092,0.0023508,0,0.275,SpaceX-E
STARLINK-1011,2019-074E,2025-10-07T17:26:42.000000,15.74569503,0.0006178,53.0481,148.3189,126.5609,339.4443,0,C,44717,280,1,0.0012582,0.0018951,0,0.274,SpaceX-E
STARLINK-1012,2019-074F,2025-10-07T17:23:42.000029,15.06431669,0.0001615,53.052,153.3072,89.6469,116.2313,0,C,44718,280,1,-0.0024312,-0.00036283,0,0.307,SpaceX-E
STARLINK-1017,2019-074L,2025-10-07T17:39:42.000019,15.12641316,0.0005019,53.0505,151.0714,98.5326,38.4947,0,C,44723,280,1,0.0025357,0.00044995,0,0.254,SpaceX-E
STARLINK-1019,2019-074M,2025-10-07T17:24:41.999990,15.06418038,0.0001736,53.0528,153.3052,81.4561,148.1704,0,C,44724,280,1,-0.00087414,-0.00013049,0,0.26,SpaceX-E
STARLINK-1020,2019-074N,2025-10-07T17:25:42.000038,15.06446037,0.0001369,53.0527,173.3012,95.8255,107.5293,0,C,44725,280,1,-0.0032304,-0.00048213,0,0.467,SpaceX-E
STARLINK-1021,2019-074P,2025-10-07T17:11:41.999971,16.16018792,0.0008227,53.0345,84.1225,312.3103,130.2979,0,C,44726,280,1,0.0011291,0.019265,0,0.486,SpaceX-E
STARLINK-1029,2019-074X,2025-10-07T17:20:41.999971,16.03607216,0.0004149,53.0516,8.9768,8.4665,217.6279,0,C,44734,280,1,0.0010261,0.0069835,0,0.289,SpaceX-E
STARLINK-1031,2019-074Z,2025-10-07T17:56:41.999971,15.41583562,0.0009544,53.0509,148.9307,105.1416,24.9725,0,C,44736,280,1,0.0022784,0.00097946,0,0.261,SpaceX-E
STARLINK-1036,2019-074AE,2025-10-07T17:22:41.999981,15.06457272,0.000156,53.0528,173.311,88.6919,303.3983,0,C,44741,280,1,-0.0038256,-0.000571,0,0.476,SpaceX-E
STARLINK-1039,2019-074AH,2025-10-07T18:05:41.999971,15.11006025,0.0006931,53.0509,192.0431,71.7076,15.5222,0,C,44744,280,1,0.001271,0.00021543,0,0.249,SpaceX-E
STARLINK-1042,2019-074AL,2025-10-07T17:44:42.000000,15.41842666,0.0003349,53.0453,104.186,74.239,244.2983,0,C,44747,280,1,0.0005265,0.00022739,0,0.252,SpaceX-E
STARLINK-1043,2019-074AM,2025-10-07T17:25:42.000038,15.06461099,0.0001351,53.0529,193.301,91.5406,101.8548,0,C,44748,280,1,-0.0040088,-0.00059836,0,0.612,SpaceX-E
STARLINK-1046,2019-074AQ,2025-10-07T17:50:42.000029,15.06456743,0.000152,53.053,193.2228,84.8021,122.7502,0,C,44751,280,1,-0.0035324,-0.0005273,0,0.507,SpaceX-E
STARLINK-1047,2019-074AR,2025-10-07T17:40:41.999981,15.28569793,0.0005439,53.0684,138.3961,102.7835,81.2063,0,C,44752,280,1,0.00024729,6.9848e-05,0,0.254,SpaceX-E
STARLINK-1048,2019-074AS,2025-10-07T17:46:42.000010,15.06474058,0.0001368,53.0524,153.2343,84.8056,327.8116,0,C,44753,280,1,-0.0052752,-0.00078726,0,0.518,SpaceX-E
STARLINK-1053,2019-074AX,2025-10-07T17:53:42.000000,15.57349903,0.0001687,53.0402,120.4137,136.7745,168.5538,0,C,44758,280,1,0.0007493,0.00056035,0,0.259,SpaceX-E
STARLINK-1054,2019-074AY,2025-10-07T17:37:42.000010,15.74363047,0.0007903,53.0404,148.4769,98.3128,312.6505,0,C,44759,280,1,0.001843,0.0027638,0,0.284,SpaceX-E
STARLINK-1056,2019-074BA,2025-10-07T16:54:42.000019,15.86583961,0.0006193,53.0388,136.5887,109.1982,6.0418,0,C,44761,280,1,0.0010961,0.0028889,0,0.291,SpaceX-E
STARLINK-1060,2019-074BE,2025-10-07T17:48:42.000019,15.53313511,0.0001007,53.0539,166.7261,97.2806,317.3226,0,C,44765,280,1,0.0083046,0.0054471,0,0.325,SpaceX-E
STARLINK-1063,2019-074BH,2025-10-07T17:30:42.000019,15.06453322,0.000149,53.0537,193.2849,88.6959,103.483,0,C,44768,280,1,-0.0030412,-0.00045401,0,0.482,SpaceX-E
STARLINK-1067,2019-074BL,2025-10-07T17:47:41.999971,15.06430614,0.0001354,53.0531,193.233,90.0056,226.312,0,C,44771,280,1,-0.0028092,-0.00041916,0,0.492,SpaceX-E
STARLINK-1068,2019-074BM,2025-10-07T17:39:42.000019,15.06456449,0.0001455,53.0529,173.2576,84.2172,251.9285,0,C,44772,280,1,-0.0030925,-0.00046171,0,0.378,SpaceX-E
STARLINK-1112,2020-001M,2025-10-07T18:04:42.000010,15.49043997,7.12e-05,53.0509,278.6809,72.5278,207.2035,0,C,44925,280,1,0.0028288,0.0015707,0,0.283,SpaceX-E
STARLINK-1114,2020-001P,2025-10-07T17:25:42.000038,15.06422614,0.0001596,53.0539,313.3028,82.3848,351.0069,0,C,44927,280,1,0.00015798,2.3596e-05,0,0.415,SpaceX-E
STARLINK-1123,2020-001S,2025-10-07T17:33:41.999990,15.06419541,0.0001364,53.0538,313.2765,89.6651,293.8745,0,C,44930,280,1,0.00036225,5.4104e-05,0,0.348,SpaceX-E
STARLINK-1144,2020-001V,2025-10-07T17:25:42.000038,15.54190684,0.0013089,53.0455,256.7152,7.4612,54.4156,0,C,44933,280,1,0.00075633,0.00050504,0,0.283,SpaceX-E
STARLINK-1091,2020-001AC,2025-10-07T17:46:42.000010,15.84645875,0.0003035,53.0385,238.8806,76.0953,139.9139,0,C,44940,280,1,0.0013818,0.0033172,0,0.288,SpaceX-E
STARLINK-1094,2020-001AD,2025-10-07T17:11:41.999971,15.06398179,0.0001243,53.0536,293.344,83.9207,146.7586,0,C,44941,280,1,6.7817e-05,1.0122e-05,0,0.307,SpaceX-E
STARLINK-1096,2020-001AE,2025-10-07T17:37:42.000010,15.80850401,0.0003215,52.9907,65.683,305.9461,18.1973,0,C,44942,280,1,0.00094493,0.0018843,0,0.27,SpaceX-E
STARLINK-1122,2020-001AM,2025-10-07T17:39:42.000019,15.06407083,0.0001588,53.0527,293.2527,88.7419,127.4504,0,C,44949,280,1,-8.6327e-05,-1.2887e-05,0,0.348,SpaceX-E
STARLINK-1080,2020-001AZ,2025-10-07T17:38:41.999971,15.06378018,0.0001563,53.0526,273.2597,79.4928,142.9727,0,C,44961,280,1,0.00029611,4.4175e-05,0,0.274,SpaceX-E
STARLINK-1090,2020-001BG,2025-10-07T17:47:41.999971,15.06405407,0.0001345,53.0524,273.233,87.7208,148.5787,0,C,44968,280,1,-0.00025417,-3.7938e-05,0,0.345,SpaceX-E
STARLINK-1107,2020-001BL,2025-10-07T17:19:42.000010,15.60318789,0.0007525,53.0115,197.7074,122.9121,257.6547,0,C,44972,280,1,0.0019236,0.0016185,0,0.276,SpaceX-E
STARLINK-1132,2020-006A,2025-10-07T17:48:42.000019,15.06415085,0.0001187,53.0535,233.2275,90.4839,9.5706,0,C,45044,280,1,-0.00074817,-0.00011168,0,0.437,SpaceX-E
STARLINK-1131,2020-006D,2025-10-07T17:36:41.999962,15.06423749,0.0001388,53.0536,253.8042,95.9071,88.5889,0,C,45047,280,1,-0.00096127,-0.00014351,0,0.486,SpaceX-E
STARLINK-1134,2020-006E,2025-10-07T17:25:42.000038,15.25450152,0.0011464,53.038,235.0012,64.2696,1.8451,0,C,45048,280,1,0.00049151,0.0001265,0,0.277,SpaceX-E
STARLINK-1156,2020-006L,2025-10-07T17:36:41.999962,15.06438329,0.0001566,53.0531,253.2662,87.5202,257.343,0,C,45054,280,1,-0.0017104,-0.00025537,0,0.609,SpaceX-E
STARLINK-1159,2020-006P,2025-10-07T17:33:41.999990,15.06405692,0.0001746,53.0537,253.2739,96.7116,156.9151,0,C,45057,280,1,-0.00072918,-0.00010882,0,0.468,SpaceX-E
STARLINK-1166,2020-006S,2025-10-07T17:46:42.000010,15.06428109,0.0001347,53.0532,253.2352,89.6938,152.8857,0,C,45060,280,1,-0.0014538,-0.00021703,0,0.517,SpaceX-E
STARLINK-1169,2020-006T,2025-10-07T17:40:41.999981,15.06422482,0.0001438,53.0531,253.2539,92.3535,87.6156,0,C,45061,280,1,-0.0015108,-0.00022549,0,0.524,SpaceX-E
STARLINK-1171,2020-006U,2025-10-07T17:33:41.999990,15.0640723,0.0001203,53.0538,253.2717,92.4895,141.0761,0,C,45062,280,1,-0.00052728,-7.8697e-05,0,0.414,SpaceX-E
STARLINK-1133,2020-006W,2025-10-07T17:42:41.999990,15.06448984,0.0001407,53.0541,233.2431,91.9118,105.5709,0,C,45064,280,1,-0.002481,-0.00037043,0,0.666,SpaceX-E
STARLINK-1167,2020-006AD,2025-10-07T17:22:41.999981,15.0640946,0.0001389,53.053,233.3094,86.997,255.1307,0,C,45071,280,1,-0.00086436,-0.000129,0,0.452,SpaceX-E
STARLINK-1168,2020-006AE,2025-10-07T17:29:41.999971,15.06421522,0.0001411,53.053,233.2866,86.2667,262.1937,0,C,45072,280,1,-0.0011683,-0.00017439,0,0.495,SpaceX-E
STARLINK-1172,2020-006AG,2025-10-07T17:49:41.999981,15.06425005,0.0001435,53.0537,233.2252,87.7107,276.0979,0,C,45074,280,1,-0.0015464,-0.00023082,0,0.529,SpaceX-E
STARLINK-1153,2020-006AN,2025-10-07T17:39:42.000019,15.06418837,0.0001347,53.0527,233.2563,89.9556,356.1927,0,C,45080,280,1,-0.0012064,-0.00018007,0,0.473,SpaceX-E
STARLINK-1151,2020-006AP,2025-10-07T17:33:41.999990,15.06398595,0.0001292,53.054,233.3485,90.6576,52.8808,0,C,45081,280,1,-0.0001781,-2.6579e-05,0,0.381,SpaceX-E
STARLINK-1190,2020-006AR,2025-10-07T17:12:42.000019,15.79023099,0.0007388,53.047,197.387,101.5725,128.8452,0,C,45083,280,1,0.0015473,0.0028545,0,0.278,SpaceX-E
STARLINK-1173,2020-006AS,2025-10-07T17:27:41.999962,15.93485439,0.0002918,53.0403,159.8315,77.2224,53.4917,0,C,45084,280,1,0.001088,0.0040995,0,0.289,SpaceX-E
STARLINK-1185,2020-006AV,2025-10-07T17:44:42.000000,15.06443419,0.0001367,53.0536,213.2379,83.1304,231.8144,0,C,45087,280,1,-0.0023495,-0.00035076,0,0.541,SpaceX-E
STARLINK-1183,2020-006AW,2025-10-07T17:41:42.000029,15.06429074,0.0001372,53.0545,213.249,91.8261,91.8955,0,C,45088,280,1,-0.0022046,-0.00032901,0,0.538,SpaceX-E
STARLINK-1176,2020-006AY,2025-10-07T17:28:42.000010,15.9022419,8.99e-05,53.0452,157.8886,45.4235,86.9128,0,C,45090,280,1,0.0011296,0.0035797,0,0.286,SpaceX-E
STARLINK-1142,2020-006BB,2025-10-07T17:44:42.000000,15.54447524,0.0004791,53.0361,155.2021,144.1145,336.9498,0,C,45093,280,1,0.0018569,0.0012509,0,0.262,SpaceX-E
STARLINK-1147,2020-006BD,2025-10-07T17:56:41.999971,16.07836913,0.000168,53.0336,152.9192,199.7211,227.8772,0,C,45095,280,1,0.00099239,0.0088985,0,0.315,SpaceX-E
STARLINK-1152,2020-006BE,2025-10-07T17:16:42.000038,15.22468903,0.0008882,53.0475,198.3183,95.6283,344.3538,0,C,45096,280,1,0.00049839,0.00011726,0,0.271,SpaceX-E
STARLINK-1184,2020-006BG,2025-10-07T17:36:41.999962,15.0646546,0.0001401,53.054,213.2644,92.2711,352.5896,0,C,45098,280,1,-0.0036216,-0.00054071,0,0.712,SpaceX-E
STARLINK-1193,2020-006BJ,2025-10-07T17:32:42.000029,15.0642585,0.0001449,53.054,213.2762,86.4734,3.2785,0,C,45100,280,1,-0.0010801,-0.00016126,0,0.422,SpaceX-E
STARLINK-1143,2020-012B,2025-10-07T17:26:42.000000,15.36760388,0.0005525,53.0545,342.4044,307.0275,313.1346,0,C,45179,280,1,0.0024479,0.00089696,0,0.254,SpaceX-E
STARLINK-1202,2020-012F,2025-10-07T17:41:42.000029,15.063671,0.0001372,53.0552,13.251,87.3821,56.379,0,C,45183,280,1,0.0015573,0.00023238,0,0.248,SpaceX-E
STARLINK-1216,2020-012H,2025-10-07T17:30:42.000019,15.06372387,0.0001526,53.0551,13.2831,83.6063,58.6676,0,C,45185,280,1,0.0013256,0.00019782,0,0.271,SpaceX-E
STARLINK-1225,2020-012K,2025-10-07T17:41:42.000029,15.06369217,0.0001514,53.0547,13.25,93.1448,350.5986,0,C,45187,280,1,0.0015342,0.00022894,0,0.263,SpaceX-E
STARLINK-1230,2020-012M,2025-10-07T17:46:42.000010,15.06378412,0.0001089,53.0554,13.2358,86.9332,355.5799,0,C,45189,280,1,0.001683,0.00025121,0,0.242,SpaceX-E
STARLINK-1234,2020-012N,2025-10-07T17:33:41.999990,15.06380168,0.0001379,53.0543,333.276,78.4803,215.0563,0,C,45190,280,1,0.0011061,0.00016508,0,0.246,SpaceX-E
STARLINK-1269,2020-012V,2025-10-07T17:45:41.999962,15.06368006,0.0001786,53.055,13.2414,93.9757,284.8729,0,C,45197,280,1,0.0013504,0.00020149,0,0.294,SpaceX-E
STARLINK-1154,2020-012W,2025-10-07T17:35:42.000000,15.06371643,0.0001338,53.0542,353.271,92.9452,298.1209,0,C,45198,280,1,0.001488,0.00022206,0,0.239,SpaceX-E
STARLINK-1199,2020-012Z,2025-10-07T17:34:42.000038,15.06374051,0.0001642,53.055,353.2733,85.6073,241.7123,0,C,45201,280,1,0.0016127,0.0002407,0,0.238,SpaceX-E
STARLINK-1209,2020-012AE,2025-10-07T17:36:41.999962,15.06376278,0.0001387,53.0539,333.2691,83.5376,201.3157,0,C,45206,280,1,0.0011217,0.00016738,0,0.246,SpaceX-E
STARLINK-1210,2020-012AF,2025-10-07T17:58:41.999981,15.50710242,0.0013277,53.0263,301.0352,328.9864,308.4574,0,C,45207,280,1,0.0021799,0.0012874,0,0.283,SpaceX-E
STARLINK-1231,2020-012AL,2025-10-07T17:53:42.000000,15.10366767,0.000316,53.0537,352.366,298.8596,316.7773,0,C,45212,280,1,0.0017288,0.00028781,0,0.244,SpaceX-E
STARLINK-1271,2020-012AR,2025-10-07T17:29:41.999971,15.06382768,0.0001416,53.0547,353.2878,86.3162,302.1735,0,C,45217,280,1,0.0014961,0.00022334,0,0.238,SpaceX-E
STARLINK-1191,2020-012AW,2025-10-07T17:24:41.999990,15.06366046,0.0001378,53.054,333.3036,77.6908,241.9555,0,C,45222,280,1,0.0011878,0.00017721,0,0.244,SpaceX-E
STARLINK-1212,2020-012AX,2025-10-07T17:38:41.999971,15.06373102,0.0001512,53.0544,333.9151,89.4966,182.489,0,C,45223,280,1,0.0011609,0.00017323,0,0.246,SpaceX-E
STARLINK-1215,2020-012AZ,2025-10-07T17:47:41.999971,15.06388379,0.0001414,53.0548,333.2309,97.8081,88.578,0,C,45225,280,1,-5.3204e-05,-7.9383e-06,0,0.235,SpaceX-E
STARLINK-1217,2020-012BA,2025-10-07T17:54:41.999962,16.02142236,0.0001722,53.0379,273.6603,83.0539,206.6483,0,C,45226,280,1,0.0011412,0.0071114,0,0.305,SpaceX-E
STARLINK-1221,2020-012BB,2025-10-07T17:29:41.999971,15.35794909,0.0001803,53.0682,271.0788,253.1102,243.0042,0,C,45227,280,1,0.00052106,0.00018458,0,0.276,SpaceX-E
STARLINK-1222,2020-012BC,2025-10-07T17:44:42.000000,15.06387774,0.0001319,53.0541,333.2405,83.0707,271.9172,0,C,45228,280,1,0.0010392,0.00015513,0,0.247,SpaceX-E
STARLINK-1226,2020-012BD,2025-10-07T17:48:42.000019,15.06369306,0.0001402,53.0548,333.2274,78.0868,132.0192,0,C,45229,280,1,0.0010606,0.00015823,0,0.249,SpaceX-E
STARLINK-1227,2020-012BE,2025-10-07T17:42:41.999990,15.06387959,0.0001431,53.0549,333.2464,91.9277,115.5364,0,C,45230,280,1,0.00096275,0.0001437,0,0.247,SpaceX-E
STARLINK-1246,2020-012BK,2025-10-07T17:47:41.999971,15.0635571,0.0001265,53.0549,13.2298,76.567,69.8243,0,C,45235,280,1,0.0017859,0.00026643,0,0.242,SpaceX-E
STARLINK-1247,2020-012BL,2025-10-07T17:05:42.000029,16.3507206,0.0002664,53.029,268.2153,253.9157,119.0491,0,C,45236,280,1,0.0026246,0.20865,0,96.108,SpaceX-E
STARLINK-1270,2020-012BM,2025-10-07T17:35:42.000000,15.06377974,0.0001323,53.0545,333.269,81.8435,359.2401,0,C,45237,280,1,0.00094305,0.00014072,0,0.247,SpaceX-E
STARLINK-1279,2020-019A,2025-10-07T17:38:41.999971,15.06445195,0.0001214,53.0524,103.2559,95.4066,222.0976,0,C,45360,280,1,-0.0033977,-0.00050705,0,0.579,SpaceX-E
STARLINK-1301,2020-019B,2025-10-07T17:33:41.999990,15.06397484,0.0001388,53.0517,113.274,87.6791,275.7937,0,C,45361,280,1,0.0003281,4.8975e-05,0,0.245,SpaceX-E
STARLINK-1306,2020-019C,2025-10-07T17:13:41.999981,15.60996565,0.0008413,53.0483,110.6471,150.7553,265.7197,0,C,45362,280,1,0.0023595,0.0020418,0,0.272,SpaceX-E
STARLINK-1262,2020-019G,2025-10-07T17:41:42.000029,15.06433671,9.62e-05,53.052,133.2465,84.4036,139.3923,0,C,45366,280,1,-0.0029114,-0.00043443,0,0.327,SpaceX-E
STARLINK-1273,2020-019H,2025-10-07T17:50:42.000029,15.06419767,0.0001363,53.0509,133.2219,90.9302,46.6472,0,C,45367,280,1,-0.0014971,-0.00022343,0,0.265,SpaceX-E
STARLINK-1276,2020-019J,2025-10-07T17:39:42.000019,15.06413897,0.0001302,53.0524,133.2568,89.2153,166.9297,0,C,45368,280,1,-0.0012103,-0.00018063,0,0.258,SpaceX-E
STARLINK-1277,2020-019K,2025-10-07T17:25:42.000038,15.06415551,0.0001524,53.052,133.9281,87.1095,155.8623,0,C,45369,280,1,-0.0011208,-0.00016728,0,0.276,SpaceX-E
STARLINK-1281,2020-019L,2025-10-07T17:41:42.000029,15.0642184,0.0001312,53.0526,133.2504,88.8834,234.8034,0,C,45370,280,1,-0.0014668,-0.00021893,0,0.302,SpaceX-E
STARLINK-1300,2020-019Q,2025-10-07T17:26:42.000000,15.06401065,0.0001267,53.052,133.2948,92.5797,54.5556,0,C,45374,280,1,-0.00028788,-4.2964e-05,0,0.241,SpaceX-E
STARLINK-1302,2020-019R,2025-10-07T17:53:42.000000,15.06404146,0.0001422,53.0513,133.2132,91.7126,77.1981,0,C,45375,280,1,-0.00081997,-0.00012236,0,0.27,SpaceX-E
STARLINK-1304,2020-019S,2025-10-07T17:46:42.000010,15.06419712,0.0001466,53.0512,133.2342,88.7379,313.7556,0,C,45376,280,1,-0.001138,-0.00016987,0,0.241,SpaceX-E
STARLINK-1305,2020-019T,2025-10-07T17:42:41.999990,15.06409701,0.0001327,53.0522,133.2447,90.3265,157.0439,0,C,45377,280,1,-0.00024488,-3.6556e-05,0,0.245,SpaceX-E
STARLINK-1319,2020-019V,2025-10-07T17:30:42.000019,15.06399814,0.0001545,53.0525,133.286,85.5266,156.6919,0,C,45379,280,1,-0.00011277,-1.683e-05,0,0.247,SpaceX-E
STARLINK-1266,2020-019Z,2025-10-07T17:35:42.000000,15.06390101,0.0001363,53.0524,113.2692,87.6531,163.4852,0,C,45383,280,1,0.00019664,2.9344e-05,0,0.242,SpaceX-E
STARLINK-1267,2020-019AA,2025-10-07T17:40:41.999981,15.06401489,0.000138,53.0518,113.9095,85.545,263.9114,0,C,45384,280,1,-7.0106e-05,-1.0464e-05,0,0.241,SpaceX-E
STARLINK-1272,2020-019AC,2025-10-07T17:45:41.999962,15.06406178,0.0001455,53.0521,113.2376,86.6106,242.1661,0,C,45386,280,1,-0.001076,-0.00016056,0,0.302,SpaceX-E
STARLINK-1274,2020-019AD,2025-10-07T18:03:41.999962,15.26551764,0.0007602,53.036,102.0446,134.8049,87.2607,0,C,45387,280,1,0.0034903,0.0009299,0,0.245,SpaceX-E
STARLINK-1280,2020-019AE,2025-10-07T17:33:41.999990,15.06420401,0.0001443,53.0517,133.2751,85.7822,247.7112,0,C,45388,280,1,-0.001312,-0.00019582,0,0.245,SpaceX-E
STARLINK-1283,2020-019AF,2025-10-07T17:36:41.999962,15.14992686,0.0001181,53.0536,113.1431,96.788,61.5838,0,C,45389,280,1,0.054063,0.010542,0,0.512,SpaceX-E
STARLINK-1284,2020-019AG,2025-10-07T17:36:41.999962,15.06416256,0.0001424,53.0527,113.2656,91.2088,143.686,0,C,45390,280,1,-0.0016757,-0.00025005,0,0.36,SpaceX-E
STARLINK-1292,2020-019AL,2025-10-07T16:11:42.000029,15.80254454,0.0004734,53.0484,77.501,263.2342,207.4231,0,C,45394,280,1,0.0014474,0.0028211,0,0.281,SpaceX-E
STARLINK-1297,2020-019AM,2025-10-07T17:34:42.000038,15.06400873,0.0001336,53.0516,113.2708,91.2155,296.1347,0,C,45395,280,1,-0.00098736,-0.00014731,0,0.304,SpaceX-E
STARLINK-1307,2020-019AP,2025-10-07T17:45:41.999962,15.06404824,0.0001362,53.0517,113.2352,89.3527,19.4224,0,C,45397,280,1,-0.00048005,-7.1646e-05,0,0.239,SpaceX-E
STARLINK-1312,2020-019AQ,2025-10-07T17:36:41.999962,15.80193429,0.0003779,53.0467,76.7759,173.5919,60.1033,0,C,45398,280,1,0.0018528,0.0036132,0,0.273,SpaceX-E
STARLINK-1255,2020-019AR,2025-10-07T17:33:41.999990,15.06415844,0.0001304,53.0517,103.2746,92.1446,146.4071,0,C,45399,280,1,-0.0010352,-0.00015451,0,0.258,SpaceX-E
STARLINK-1259,2020-019AV,2025-10-07T16:48:41.999990,15.94045185,0.0001021,53.045,57.3718,71.9755,53.3509,0,C,45403,280,1,0.0012577,0.0049015,0,0.29,SpaceX-E
STARLINK-1260,2020-019AW,2025-10-07T17:50:42.000029,15.06421876,0.0002109,53.0517,103.2201,80.1215,42.4699,0,C,45404,280,1,-0.0016949,-0.00025296,0,0.323,SpaceX-E
STARLINK-1263,2020-019AX,2025-10-07T17:38:41.999971,15.06379239,0.0001499,53.0519,103.2587,90.0036,67.3231,0,C,45405,280,1,0.00098415,0.00014687,0,0.249,SpaceX-E
STARLINK-1265,2020-019AY,2025-10-07T17:47:41.999971,15.06407378,0.000159,53.0522,103.2305,86.8761,64.4469,0,C,45406,280,1,-0.00079421,-0.00011853,0,0.255,SpaceX-E
STARLINK-1278,2020-019BA,2025-10-07T17:36:41.999962,15.064181,0.0001643,53.052,133.2659,85.7558,239.0912,0,C,45408,280,1,-0.0011633,-0.00017363,0,0.287,SpaceX-E
STARLINK-1296,2020-019BE,2025-10-07T17:46:42.000010,15.06408384,0.000133,53.052,103.2326,87.782,39.768,0,C,45412,280,1,-0.00072529,-0.00010825,0,0.25,SpaceX-E
STARLINK-1298,2020-019BF,2025-10-07T18:05:41.999971,15.46641635,0.000906,53.0494,86.5885,173.083,61.986,0,C,45413,280,1,0.0036254,0.001856,0,0.257,SpaceX-E
STARLINK-1309,2020-019BG,2025-10-07T17:37:42.000010,15.06412232,0.0001332,53.0526,103.2618,87.1572,286.4873,0,C,45414,280,1,-0.0010484,-0.00015646,0,0.294,SpaceX-E
STARLINK-1316,2020-019BH,2025-10-07T17:38:41.999971,15.06399691,0.0001277,53.0519,103.2563,91.2661,146.1512,0,C,45415,280,1,-0.00068747,-0.00010258,0,0.263,SpaceX-E
STARLINK-1318,2020-019BJ,2025-10-07T16:17:41.999971,15.57512578,0.0001321,53.0522,80.0565,318.074,223.343,0,C,45416,280,1,0.00079884,0.00060111,0,0.256,SpaceX-E
STARLINK-1286,2020-019BK,2025-10-07T17:29:41.999971,15.06440232,0.0001541,53.0512,133.2871,83.6397,274.8858,0,C,45417,280,1,-0.0031496,-0.00047002,0,0.419,SpaceX-E
STARLINK-1308,2020-019BM,2025-10-07T17:38:41.999971,15.06411364,0.0001428,53.0511,133.2597,85.5133,326.8484,0,C,45419,280,1,-0.00079487,-0.00011864,0,0.242,SpaceX-E
STARLINK-1329,2020-025A,2025-10-07T17:51:41.999990,15.06393545,0.0001344,53.0532,73.2161,84.2094,187.2301,0,C,45531,280,1,-8.6752e-05,-1.2946e-05,0,0.317,SpaceX-E
STARLINK-1338,2020-025B,2025-10-07T17:30:42.000019,15.06395813,0.0001352,53.0537,73.2791,83.3855,48.8166,0,C,45532,280,1,0.00049947,7.4555e-05,0,0.245,SpaceX-E
STARLINK-1350,2020-025E,2025-10-07T17:55:42.000010,15.31559334,8.31e-05,53.0746,28.9844,122.6073,293.5914,0,C,45535,280,1,0.00073921,0.00022903,0,0.253,SpaceX-E
STARLINK-1362,2020-025H,2025-10-07T17:11:41.999971,15.06357941,0.0001164,53.0529,73.0587,104.5579,141.4408,0,C,45538,280,1,0.0012546,0.00018714,0,0.268,SpaceX-E
STARLINK-1368,2020-025K,2025-10-07T17:24:41.999990,15.06389483,0.0001296,53.0529,73.2997,88.6201,181.0605,0,C,45540,280,1,-0.00017661,-2.6351e-05,0,0.287,SpaceX-E
STARLINK-1371,2020-025M,2025-10-07T17:35:42.000000,15.063924,0.0001303,53.0531,73.266,90.0042,21.1007,0,C,45542,280,1,0.00020924,3.1226e-05,0,0.261,SpaceX-E
STARLINK-1372,2020-025N,2025-10-07T17:28:42.000010,15.06393374,0.000132,53.0529,73.2874,87.7943,156.9676,0,C,45543,280,1,-5.5468e-05,-8.2772e-06,0,0.29,SpaceX-E
STARLINK-1373,2020-025P,2025-10-07T17:36:41.999962,15.06396878,0.0001371,53.0528,73.2631,86.789,88.1251,0,C,45544,280,1,-0.00024888,-3.7141e-05,0,0.282,SpaceX-E
STARLINK-1294,2020-025W,2025-10-07T17:31:41.999981,15.55904287,0.0006383,53.0519,15.0733,323.6083,261.519,0,C,45551,280,1,0.0012232,0.00086853,0,0.254,SpaceX-E
STARLINK-1323,2020-025Y,2025-10-07T17:46:42.000010,16.0310654,0.0004932,53.033,352.8341,36.514,202.2536,0,C,45553,280,1,0.00096895,0.0063779,0,0.277,SpaceX-E
STARLINK-1325,2020-025Z,2025-10-07T17:12:42.000019,15.49620764,0.0006958,53.0606,7.655,21.7832,147.2669,0,C,45554,280,1,0.0040153,0.0022832,0,0.361,SpaceX-E
STARLINK-1327,2020-025AA,2025-10-07T17:25:42.000038,15.06393457,0.0001168,53.0542,53.2966,95.6361,187.8718,0,C,45555,280,1,-0.0002567,-3.8302e-05,0,0.424,SpaceX-E
STARLINK-1336,2020-025AC,2025-10-07T16:56:42.000029,15.97093778,0.0001972,53.0396,359.1538,36.3923,196.0964,0,C,45557,280,1,0.00098168,0.0045093,0,0.275,SpaceX-E
STARLINK-1356,2020-025AK,2025-10-07T17:32:42.000029,15.06390083,0.0001233,53.054,53.2741,91.7,198.101,0,C,45564,280,1,0.00039561,5.9041e-05,0,0.273,SpaceX-E
STARLINK-1357,2020-025AL,2025-10-07T18:04:42.000010,15.28396839,0.0005599,53.064,42.1715,211.4387,175.0358,0,C,45565,280,1,0.0041271,0.0011635,0,0.247,SpaceX-E
STARLINK-1361,2020-025AN,2025-10-07T17:18:41.999962,15.06388753,0.0001326,53.0533,53.318,86.3382,50.7588,0,C,45567,280,1,9.281e-05,1.3849e-05,0,0.324,SpaceX-E
