OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,RMS,DATA_SOURCE
STARLINK-4489,2022-101R,2025-10-07T18:33:42.000019,15.08810041,0.0001301,53.2176,30.5899,94.5043,46.4101,0,C,53542,280,1,0.0014261,0.00022739,0,0.246,SpaceX-E
STARLINK-4297,2022-101S,2025-10-07T18:23:41.999971,15.0881842,0.0001268,53.2168,30.6878,95.5221,287.6118,0,C,53543,280,1,0.0012364,0.00019717,0,0.245,SpaceX-E
STARLINK-4303,2022-101T,2025-10-07T18:23:41.999971,15.08822208,0.0001196,53.2176,30.6186,85.0776,58.079,0,C,53544,280,1,0.0012525,0.00019976,0,0.244,SpaceX-E
STARLINK-4475,2022-101U,2025-10-07T18:16:41.999981,15.08814566,0.0001514,53.2173,30.6429,82.0626,334.6854,0,C,53545,280,1,0.0013196,0.00021042,0,0.244,SpaceX-E
STARLINK-4477,2022-101V,2025-10-07T18:19:42.000038,15.08832802,0.0001294,53.2177,20.1638,91.3156,312.048,0,C,53546,280,1,0.00025679,4.0949e-05,0,0.392,SpaceX-E
STARLINK-4474,2022-101W,2025-10-07T18:20:42.000000,15.08793224,0.0001212,53.2176,30.6294,97.6579,14.1806,0,C,53547,280,1,0.00012719,2.0259e-05,0,0.747,SpaceX-E
STARLINK-4513,2022-101X,2025-10-07T18:23:41.999971,15.08834855,0.0001317,53.2178,30.6192,93.4388,109.7141,0,C,53548,280,1,-0.00024302,-3.8747e-05,0,0.417,SpaceX-E
STARLINK-4518,2022-101Z,2025-10-07T18:23:41.999971,15.08838298,0.0001409,53.2178,30.619,92.3616,130.7833,0,C,53550,280,1,-0.00016686,-2.6606e-05,0,0.405,SpaceX-E
STARLINK-4514,2022-101AA,2025-10-07T18:22:42.000010,15.08832557,0.0001319,53.2179,30.6232,83.0263,96.3416,0,C,53551,280,1,0.00044538,7.1027e-05,0,0.316,SpaceX-E
STARLINK-4495,2022-101AB,2025-10-07T18:17:42.000029,15.08820516,0.0001426,53.2175,30.6373,88.3315,152.1967,0,C,53552,280,1,0.0012104,0.00019304,0,0.258,SpaceX-E
STARLINK-4501,2022-101AC,2025-10-07T18:19:42.000038,15.08834847,0.0001372,53.2171,30.5055,86.5193,201.6169,0,C,53553,280,1,0.00013977,2.2289e-05,0,0.366,SpaceX-E
STARLINK-4506,2022-101AD,2025-10-07T18:16:41.999981,15.08834907,0.0001331,53.2172,30.6512,89.3536,182.1601,0,C,53554,280,1,0.00026962,4.2997e-05,0,0.346,SpaceX-E
STARLINK-4504,2022-101AE,2025-10-07T18:23:41.999971,15.08826995,0.0001632,53.2177,30.6196,86.4584,156.672,0,C,53555,280,1,0.0012474,0.00019897,0,0.245,SpaceX-E
STARLINK-4505,2022-101AF,2025-10-07T18:15:42.000019,15.0880629,0.0001354,53.217,30.6466,80.5069,232.4705,0,C,53556,280,1,0.0014149,0.00022558,0,0.259,SpaceX-E
STARLINK-4502,2022-101AG,2025-10-07T18:12:41.999962,15.08837931,0.0001271,53.2173,30.6531,88.2027,153.4267,0,C,53557,280,1,1.1676e-05,1.8619e-06,0,0.378,SpaceX-E
STARLINK-4494,2022-101AH,2025-10-07T18:17:42.000029,15.0881554,0.0001414,53.2177,25.3598,83.8175,224.3734,0,C,53558,280,1,0.0014318,0.00022834,0,0.252,SpaceX-E
STARLINK-4508,2022-101AJ,2025-10-07T17:42:41.999990,15.08826865,0.0001722,53.2168,30.749,95.0906,73.2198,0,C,53559,280,1,0.00070959,0.00011316,0,0.242,SpaceX-E
STARLINK-4564,2022-101AK,2025-10-07T18:16:41.999981,15.08832072,0.0001259,53.217,20.8263,88.5285,343.0875,0,C,53560,280,1,0.00033374,5.322e-05,0,0.391,SpaceX-E
STARLINK-4563,2022-101AL,2025-10-07T18:17:42.000029,15.08793397,0.0001644,53.2168,30.64,73.7991,266.6208,0,C,53561,280,1,0.0030051,0.00047927,0,0.414,SpaceX-E
STARLINK-4565,2022-101AM,2025-10-07T18:25:41.999981,15.08814476,0.0001436,53.2173,20.7592,90.5563,35.0528,0,C,53562,280,1,0.0015456,0.00024649,0,0.243,SpaceX-E
STARLINK-4561,2022-101AN,2025-10-07T18:18:41.999990,15.08831923,0.0001352,53.2171,20.859,90.8569,328.2782,0,C,53563,280,1,0.000362,5.7727e-05,0,0.381,SpaceX-E
STARLINK-4577,2022-101AP,2025-10-07T18:20:42.000000,15.08815509,0.0001284,53.2174,20.6991,86.2839,60.5044,0,C,53564,280,1,0.0015307,0.00024411,0,0.244,SpaceX-E
STARLINK-4575,2022-101AQ,2025-10-07T18:19:42.000038,15.08812231,0.0001382,53.2172,20.7883,90.8233,6.9407,0,C,53565,280,1,0.0015096,0.00024073,0,0.246,SpaceX-E
STARLINK-4576,2022-101AR,2025-10-07T18:19:42.000038,15.08828464,0.0001294,53.2171,20.6211,81.179,101.8818,0,C,53566,280,1,0.00026736,4.2629e-05,0,0.383,SpaceX-E
STARLINK-4585,2022-101AS,2025-10-07T18:23:41.999971,15.0881524,0.0001276,53.2173,20.7277,86.6062,51.474,0,C,53567,280,1,0.0015398,0.00024557,0,0.241,SpaceX-E
STARLINK-4583,2022-101AT,2025-10-07T18:25:41.999981,15.08806899,0.0001186,53.2175,20.4817,94.7912,171.0791,0,C,53568,280,1,0.0014045,0.00022392,0,0.265,SpaceX-E
STARLINK-4582,2022-101AU,2025-10-07T18:18:41.999990,15.0880674,0.0001336,53.2174,20.6651,77.4095,81.8621,0,C,53569,280,1,0.0016358,0.00026081,0,0.24,SpaceX-E
STARLINK-4550,2022-101AV,2025-10-07T18:23:41.999971,15.08816006,0.0001285,53.2174,20.5288,94.3466,143.8806,0,C,53570,280,1,0.0015326,0.00024442,0,0.242,SpaceX-E
STARLINK-4584,2022-101AW,2025-10-07T18:19:42.000038,15.08809178,0.0001322,53.2172,20.5801,81.2561,121.8599,0,C,53571,280,1,0.0013494,0.00021515,0,0.26,SpaceX-E
STARLINK-4555,2022-101AX,2025-10-07T18:16:41.999981,15.088242,0.0001323,53.2179,20.3174,92.1464,239.7716,0,C,53572,280,1,0.00074764,0.00011922,0,0.315,SpaceX-E
STARLINK-4547,2022-101AY,2025-10-07T18:10:42.000038,15.7472763,6.01e-05,53.2164,13.2624,33.503,279.697,0,C,53573,280,1,0.0063902,0.010025,0,0.463,SpaceX-E
STARLINK-4559,2022-101AZ,2025-10-07T18:30:41.999962,15.08830865,0.0001292,53.218,20.3108,90.9715,273.7733,0,C,53574,280,1,0.00026424,4.2134e-05,0,0.397,SpaceX-E
STARLINK-4551,2022-101BA,2025-10-07T18:15:42.000019,15.0880872,0.0001256,53.2178,20.4352,80.1631,187.9518,0,C,53575,280,1,0.0014046,0.00022395,0,0.265,SpaceX-E
STARLINK-4581,2022-101BB,2025-10-07T17:57:42.000019,15.08831274,0.000134,53.2178,20.4991,80.9578,113.9886,0,C,53576,280,1,0.00021368,3.4072e-05,0,0.377,SpaceX-E
STARLINK-4553,2022-101BC,2025-10-07T18:25:41.999981,15.08815899,0.000127,53.2181,20.3659,95.4865,230.4042,0,C,53577,280,1,0.0015868,0.00025307,0,0.246,SpaceX-E
STARLINK-4556,2022-101BD,2025-10-07T18:23:41.999971,15.08812578,0.0001268,53.2179,20.2525,80.9498,297.4679,0,C,53578,280,1,0.0015005,0.00023927,0,0.249,SpaceX-E
STARLINK-4580,2022-101BE,2025-10-07T18:21:41.999962,15.0881105,9.98e-05,53.2178,20.2198,87.3973,303.4917,0,C,53579,280,1,0.0013565,0.00021628,0,0.262,SpaceX-E
STARLINK-4691,2022-104A,2025-10-07T18:19:42.000038,15.08860731,0.0001315,53.216,210.8809,88.6775,309.1814,0,C,53588,280,1,-0.00064766,-0.00010332,0,0.372,SpaceX-E
STARLINK-4673,2022-104B,2025-10-07T18:24:42.000019,15.0884558,0.0001364,53.2155,210.6688,87.7002,69.162,0,C,53589,280,1,-0.00020495,-3.2686e-05,0,0.282,SpaceX-E
STARLINK-4689,2022-104C,2025-10-07T18:14:41.999971,15.08851327,0.0001287,53.216,210.8568,87.5869,311.4287,0,C,53590,280,1,-0.00045015,-7.1796e-05,0,0.357,SpaceX-E
STARLINK-4674,2022-104D,2025-10-07T18:20:42.000000,15.08859184,0.0001407,53.2159,210.7996,86.1239,355.5441,0,C,53591,280,1,-0.0010781,-0.00017195,0,0.409,SpaceX-E
STARLINK-4672,2022-104E,2025-10-07T18:20:42.000000,15.0885921,0.0001496,53.2153,210.7704,80.6075,15.9036,0,C,53592,280,1,-0.00069243,-0.00011045,0,0.367,SpaceX-E
STARLINK-4681,2022-104G,2025-10-07T18:23:41.999971,15.08867662,0.0001307,53.2159,210.5956,86.8879,106.2211,0,C,53594,280,1,-0.0012665,-0.00020201,0,0.37,SpaceX-E
STARLINK-4684,2022-104H,2025-10-07T18:17:42.000029,15.08852745,0.0001546,53.2153,210.6526,87.2826,63.1845,0,C,53595,280,1,-0.00076827,-0.00012252,0,0.344,SpaceX-E
STARLINK-4676,2022-104L,2025-10-07T18:16:41.999981,15.08796526,0.00013,53.2161,210.3788,90.238,196.7996,0,C,53598,280,1,0.00054218,8.6382e-05,0,0.254,SpaceX-E
STARLINK-4677,2022-104N,2025-10-07T18:17:42.000029,15.08876163,0.0001327,53.2165,211.0388,87.255,217.75,0,C,53600,280,1,-0.0019311,-0.00030801,0,0.465,SpaceX-E
STARLINK-4675,2022-104P,2025-10-07T18:16:41.999981,15.08840736,0.0001438,53.2158,210.4979,86.565,140.2315,0,C,53601,280,1,6.6987e-05,1.0683e-05,0,0.285,SpaceX-E
STARLINK-4648,2022-104Q,2025-10-07T18:17:42.000029,15.08861836,0.0001243,53.2154,205.5803,90.2259,107.7876,0,C,53602,280,1,-0.00085653,-0.00013663,0,0.349,SpaceX-E
STARLINK-4692,2022-104R,2025-10-07T18:24:42.000019,15.08874311,0.000137,53.2158,205.7911,89.7206,14.5692,0,C,53603,280,1,-0.0020648,-0.0003293,0,0.434,SpaceX-E
STARLINK-4690,2022-104S,2025-10-07T18:17:42.000029,15.08841719,0.0001327,53.2155,205.4984,93.0003,145.0567,0,C,53604,280,1,0.00013831,2.206e-05,0,0.278,SpaceX-E
STARLINK-4693,2022-104T,2025-10-07T18:14:41.999971,15.08853811,0.0001237,53.2161,210.4241,89.9351,169.3585,0,C,53605,280,1,-0.00040726,-6.4961e-05,0,0.34,SpaceX-E
STARLINK-4590,2022-104U,2025-10-07T18:19:42.000038,15.08860034,0.0001338,53.2159,200.745,89.6118,23.3304,0,C,53606,280,1,-0.00081979,-0.00013076,0,0.336,SpaceX-E
STARLINK-4591,2022-104V,2025-10-07T18:17:42.000029,15.08875699,0.0001313,53.2158,205.6927,87.3534,50.5934,0,C,53607,280,1,-0.0019879,-0.00031706,0,0.415,SpaceX-E
STARLINK-4647,2022-104W,2025-10-07T18:25:41.999981,15.08867649,0.0001343,53.2157,200.8054,90.1405,5.4104,0,C,53608,280,1,-0.0012368,-0.00019728,0,0.388,SpaceX-E
STARLINK-4660,2022-104X,2025-10-07T18:18:41.999990,15.08848425,0.0001365,53.2159,205.3366,85.8353,236.1038,0,C,53609,280,1,-0.00025127,-4.0076e-05,0,0.3,SpaceX-E
STARLINK-4610,2022-104Y,2025-10-07T18:20:42.000000,15.08885042,0.0001279,53.216,200.7534,88.1531,23.3521,0,C,53610,280,1,-0.0024664,-0.00039339,0,0.468,SpaceX-E
STARLINK-4658,2022-104AA,2025-10-07T18:16:41.999981,15.08878915,0.0001278,53.2163,200.7159,85.9365,35.7069,0,C,53612,280,1,-0.0021655,-0.0003454,0,0.446,SpaceX-E
STARLINK-4655,2022-104AB,2025-10-07T18:21:41.999962,15.08816569,0.0001448,53.2159,200.7779,88.1013,12.3762,0,C,53613,280,1,0.00074987,0.00011955,0,0.212,SpaceX-E
STARLINK-4605,2022-104AE,2025-10-07T18:22:42.000010,15.0886548,0.0001373,53.2152,190.4987,90.8468,68.5798,0,C,53616,280,1,-0.0013417,-0.000214,0,0.288,SpaceX-E
STARLINK-4609,2022-104AH,2025-10-07T18:21:41.999962,15.08871023,0.0001331,53.2161,200.6219,87.9807,92.6041,0,C,53619,280,1,-0.0019053,-0.00030386,0,0.4,SpaceX-E
STARLINK-4615,2022-104AJ,2025-10-07T18:14:41.999971,15.08865801,0.0001333,53.216,200.486,85.0584,149.2033,0,C,53620,280,1,-0.0014789,-0.00023587,0,0.358,SpaceX-E
STARLINK-4608,2022-104AK,2025-10-07T18:20:42.000000,15.08866441,0.0001327,53.216,200.5862,86.2214,110.5904,0,C,53621,280,1,-0.0015058,-0.00024016,0,0.395,SpaceX-E
STARLINK-4568,2022-104AL,2025-10-07T18:24:42.000019,15.08856917,0.0001139,53.2153,200.2233,98.0646,294.0579,0,C,53622,280,1,-0.00049153,-7.8407e-05,0,0.304,SpaceX-E
STARLINK-4573,2022-104AM,2025-10-07T18:04:42.000010,15.08860537,0.0001279,53.2156,200.5567,87.0275,89.4685,0,C,53623,280,1,-0.00082204,-0.00013112,0,0.355,SpaceX-E
STARLINK-4596,2022-104AN,2025-10-07T18:26:42.000029,15.08887233,0.0001198,53.2158,200.3709,84.9655,234.6292,0,C,53624,280,1,-0.0025583,-0.00040806,0,0.437,SpaceX-E
STARLINK-4554,2022-104AQ,2025-10-07T18:23:41.999971,15.08809396,0.0001382,53.2152,200.2623,87.7716,280.6453,0,C,53626,280,1,0.00072166,0.00011503,0,0.227,SpaceX-E
STARLINK-4595,2022-104AR,2025-10-07T18:17:42.000029,15.08862844,0.0001366,53.2156,200.3592,83.9795,221.6772,0,C,53627,280,1,-0.00098371,-0.00015691,0,0.333,SpaceX-E
STARLINK-4600,2022-104AS,2025-10-07T18:14:41.999971,15.0886141,0.0001363,53.2153,200.2111,88.0562,286.4002,0,C,53628,280,1,-0.001422,-0.00022676,0,0.358,SpaceX-E
STARLINK-4602,2022-104AT,2025-10-07T18:17:42.000029,15.08864129,0.0001453,53.2156,200.3202,89.4331,236.2412,0,C,53629,280,1,-0.0013049,-0.00020812,0,0.349,SpaceX-E
STARLINK-4598,2022-104AU,2025-10-07T17:46:42.000010,15.08864133,0.0001357,53.2155,190.8095,85.6385,292.5814,0,C,53630,280,1,-0.00089217,-0.00014232,0,0.352,SpaceX-E
STARLINK-4599,2022-104AV,2025-10-07T18:20:42.000000,15.08886202,0.0001408,53.2157,200.1517,86.1429,330.9611,0,C,53631,280,1,-0.0025058,-0.00039969,0,0.456,SpaceX-E
STARLINK-4606,2022-104AW,2025-10-07T18:21:41.999962,15.0887411,0.0001271,53.2154,190.6114,87.7939,107.7818,0,C,53632,280,1,-0.0015061,-0.00024025,0,0.359,SpaceX-E
STARLINK-4593,2022-104AX,2025-10-07T18:11:42.000000,15.08862317,0.0001393,53.2154,190.6818,94.6799,43.1382,0,C,53633,280,1,-0.0016147,-0.00025748,0,0.403,SpaceX-E
STARLINK-4592,2022-104AY,2025-10-07T18:19:42.000038,15.08863365,0.0001331,53.2154,190.5391,93.0515,135.0396,0,C,53634,280,1,-0.0015306,-0.00024409,0,0.332,SpaceX-E
STARLINK-4587,2022-104AZ,2025-10-07T18:24:42.000019,15.08868086,0.0001482,53.2149,190.5627,86.4337,140.4875,0,C,53635,280,1,-0.0016393,-0.00026145,0,0.339,SpaceX-E
STARLINK-4586,2022-104BA,2025-10-07T18:20:42.000000,15.08870475,0.000126,53.2157,190.4569,85.1812,186.7304,0,C,53636,280,1,-0.0014679,-0.00023414,0,0.339,SpaceX-E
STARLINK-4396,2022-104BB,2025-10-07T18:33:42.000019,15.08876861,0.0001374,53.2156,190.7742,82.3326,53.2076,0,C,53637,280,1,-0.0024173,-0.00038548,0,0.442,SpaceX-E
STARLINK-4594,2022-104BC,2025-10-07T18:21:41.999962,15.08875982,0.0001337,53.2156,190.2608,82.4589,293.3535,0,C,53638,280,1,-0.001789,-0.00028536,0,0.364,SpaceX-E
STARLINK-4422,2022-104BD,2025-10-07T18:15:42.000019,15.08889042,0.0001346,53.2163,190.4337,85.6393,187.4225,0,C,53639,280,1,-0.0028135,-0.00044873,0,0.439,SpaceX-E
STARLINK-4597,2022-104BE,2025-10-07T18:20:42.000000,15.08785471,0.0001253,53.2158,190.3785,82.6001,229.4435,0,C,53640,280,1,0.00093196,0.00014846,0,0.243,SpaceX-E
STARLINK-4588,2022-104BF,2025-10-07T18:07:41.999981,15.08871156,0.0001295,53.216,190.532,90.6317,112.1773,0,C,53641,280,1,-0.0017325,-0.00027632,0,0.365,SpaceX-E
STARLINK-4622,2022-105A,2025-10-07T18:15:42.000019,15.01261571,0.0003257,97.6021,160.4987,74.5428,14.5548,0,C,53648,280,1,-0.00023146,-2.9672e-05,0,0.361,SpaceX-E
STARLINK-4386,2022-105B,2025-10-07T18:16:41.999981,15.04832504,0.0002274,97.6014,160.543,91.4392,116.8228,0,C,53649,280,1,0.0002602,3.6666e-05,0,0.42,SpaceX-E
STARLINK-4380,2022-105C,2025-10-07T18:16:41.999981,15.01258953,0.0003685,97.6008,160.4983,63.2327,49.6086,0,C,53650,280,1,0.00017485,2.2417e-05,0,0.372,SpaceX-E
STARLINK-4388,2022-105D,2025-10-07T17:50:42.000029,15.04693242,0.0002226,97.6024,160.4892,85.3627,319.1888,0,C,53651,280,1,0.0079082,0.0011135,0,1.275,SpaceX-E
STARLINK-4374,2022-105E,2025-10-07T18:19:42.000038,15.01266284,0.0003392,97.6,160.4989,56.6921,87.3988,0,C,53652,280,1,-0.00037502,-4.808e-05,0,0.381,SpaceX-E
STARLINK-4390,2022-105F,2025-10-07T18:17:42.000029,15.0126179,0.00019,97.6033,160.4517,91.8766,304.6903,0,C,53653,280,1,-2.0502e-05,-2.6283e-06,0,0.366,SpaceX-E
STARLINK-4420,2022-105G,2025-10-07T18:23:41.999971,15.01267199,0.0002713,97.6003,160.5002,66.4881,122.6052,0,C,53654,280,1,-0.00047796,-6.1275e-05,0,0.377,SpaceX-E
STARLINK-4470,2022-105H,2025-10-07T18:15:42.000019,15.01254607,0.0003493,97.6001,160.4956,82.8858,56.2066,0,C,53655,280,1,0.00050952,6.5325e-05,0,0.381,SpaceX-E
STARLINK-4466,2022-105J,2025-10-07T18:25:41.999981,15.01257812,0.0002655,97.6006,160.5048,93.1106,133.3731,0,C,53656,280,1,0.00098587,0.00012642,0,0.366,SpaceX-E
STARLINK-4469,2022-105K,2025-10-07T18:12:41.999962,15.65554136,0.0001491,97.655,165.1732,79.5163,182.7192,0,C,53657,280,1,0.0048171,0.004906,0,0.398,SpaceX-E
STARLINK-4452,2022-105L,2025-10-07T18:24:42.000019,15.04844583,0.0001627,97.6002,160.5456,88.675,227.4314,0,C,53658,280,1,-0.0010152,-0.00014303,0,0.359,SpaceX-E
STARLINK-4463,2022-105M,2025-10-07T18:20:42.000000,15.01264488,0.000371,97.6004,160.4968,78.4959,108.0295,0,C,53659,280,1,-0.0002928,-3.754e-05,0,0.375,SpaceX-E
STARLINK-4473,2022-105N,2025-10-07T18:16:41.999981,15.01270539,0.0001845,97.6009,160.4928,91.6296,121.1997,0,C,53660,280,1,-0.0004321,-5.5399e-05,0,0.386,SpaceX-E
STARLINK-4472,2022-105P,2025-10-07T17:53:42.000000,15.01260379,0.0002371,97.6009,160.4814,90.8833,24.3715,0,C,53661,280,1,-4.8447e-05,-6.2107e-06,0,0.387,SpaceX-E
STARLINK-4357,2022-105Q,2025-10-07T18:45:41.999990,15.0181257,0.0002072,97.5981,160.5147,108.6305,240.4028,0,C,53662,280,1,0.00085106,0.00011073,0,0.366,SpaceX-E
STARLINK-4457,2022-105R,2025-10-07T18:19:42.000038,15.04826549,0.0001406,97.6005,160.5375,89.5463,220.9551,0,C,53663,280,1,0.00089253,0.00012578,0,0.365,SpaceX-E
STARLINK-4471,2022-105S,2025-10-07T17:39:42.000019,15.01264528,0.000157,97.6012,160.4697,91.8042,20.9329,0,C,53664,280,1,-0.00025064,-3.2131e-05,0,0.359,SpaceX-E
STARLINK-4334,2022-105T,2025-10-07T18:20:42.000000,15.05518948,0.0001539,97.6021,160.5363,88.1493,236.5264,0,C,53665,280,1,0.0067914,0.00097719,0,1.179,SpaceX-E
STARLINK-4406,2022-105V,2025-10-07T18:17:42.000029,15.05654079,0.0001861,97.6023,160.5711,91.8115,311.4348,0,C,53667,280,1,-0.0005489,-7.9039e-05,0,0.376,SpaceX-E
STARLINK-4458,2022-105W,2025-10-07T18:23:41.999971,15.01260827,0.0001018,97.6013,160.4682,91.8377,197.2476,0,C,53668,280,1,-0.0001044,-1.3382e-05,0,0.359,SpaceX-E
STARLINK-4464,2022-105X,2025-10-07T18:23:41.999971,15.01270221,0.0001264,97.6011,160.4883,91.8534,167.2345,0,C,53669,280,1,-0.00072477,-9.2911e-05,0,0.342,SpaceX-E
STARLINK-4459,2022-105Y,2025-10-07T18:24:42.000019,15.04835077,0.0001488,97.6018,160.5287,90.1304,302.0405,0,C,53670,280,1,-0.00032092,-4.5213e-05,0,0.368,SpaceX-E
STARLINK-4440,2022-105Z,2025-10-07T17:31:41.999981,15.01266038,0.0001523,97.6015,160.4632,86.0315,26.7006,0,C,53671,280,1,-0.00047435,-6.0807e-05,0,0.376,SpaceX-E
STARLINK-4428,2022-105AA,2025-10-07T18:16:41.999981,15.01271811,0.0001838,97.6015,160.5128,88.6627,264.1803,0,C,53672,280,1,-0.00060045,-7.6982e-05,0,0.362,SpaceX-E
STARLINK-4456,2022-105AB,2025-10-07T17:24:41.999990,15.04103436,0.0002165,97.6025,160.4754,83.343,262.8561,0,C,53673,280,1,0.017811,0.0024777,0,0.367,SpaceX-E
STARLINK-4620,2022-105AC,2025-10-07T18:17:42.000029,15.01266512,0.0001374,97.6017,160.4899,94.1653,222.4249,0,C,53674,280,1,-0.00051253,-6.5701e-05,0,0.358,SpaceX-E
STARLINK-4617,2022-105AD,2025-10-07T18:14:41.999971,15.05641808,0.0002317,97.6034,160.5507,84.2235,7.7464,0,C,53675,280,1,0.00031955,4.6015e-05,0,0.371,SpaceX-E
STARLINK-4621,2022-105AE,2025-10-07T18:25:41.999981,15.01257119,0.0001476,97.6018,160.4954,152.7545,213.748,0,C,53676,280,1,0.00089222,0.0001144,0,0.363,SpaceX-E
STARLINK-4579,2022-105AF,2025-10-07T18:26:42.000029,15.04814468,0.000185,97.602,160.5084,91.4905,278.9362,0,C,53677,280,1,0.0008934,0.00012586,0,0.365,SpaceX-E
STARLINK-4632,2022-105AH,2025-10-07T18:15:42.000019,15.05645916,0.0002855,97.6033,160.5688,87.6358,53.0938,0,C,53679,280,1,-7.0055e-05,-1.0088e-05,0,0.379,SpaceX-E
STARLINK-4630,2022-105AJ,2025-10-07T17:46:42.000010,15.02766203,0.0002007,97.603,160.4755,85.0443,169.4241,0,C,53680,280,1,0.036219,0.0048942,0,0.427,SpaceX-E
STARLINK-4424,2022-105AK,2025-10-07T18:24:42.000019,15.01261956,0.0002053,97.6033,160.5151,91.4596,311.4097,0,C,53681,280,1,-0.00045656,-5.8522e-05,0,0.362,SpaceX-E
STARLINK-4438,2022-105AL,2025-10-07T18:25:41.999981,15.012623,0.0002525,97.6029,160.5217,89.2632,7.3429,0,C,53682,280,1,-7.8041e-05,-1.0005e-05,0,0.363,SpaceX-E
STARLINK-4625,2022-105AM,2025-10-07T18:21:41.999962,15.01271556,9.73e-05,97.6017,160.4883,107.277,252.9883,0,C,53683,280,1,-0.00083683,-0.00010727,0,0.366,SpaceX-E
STARLINK-4624,2022-105AN,2025-10-07T18:21:41.999962,15.01263429,6.07e-05,97.6012,160.5591,104.0247,167.6001,0,C,53684,280,1,-0.00017213,-2.2066e-05,0,0.361,SpaceX-E
STARLINK-4626,2022-105AP,2025-10-07T18:19:42.000038,15.01258853,0.0002015,97.6034,160.5024,88.8461,303.9304,0,C,53685,280,1,6.2166e-05,7.9691e-06,0,0.354,SpaceX-E
STARLINK-4467,2022-105AQ,2025-10-07T18:19:42.000038,15.01239472,0.0002482,97.6004,160.5568,91.8171,92.4042,0,C,53686,280,1,0.00040022,5.1286e-05,0,0.367,SpaceX-E
STARLINK-4569,2022-105AR,2025-10-07T18:24:42.000019,15.0126824,0.0001985,97.6034,160.5022,91.8842,320.9646,0,C,53687,280,1,-0.00063187,-8.1002e-05,0,0.338,SpaceX-E
STARLINK-4571,2022-105AS,2025-10-07T18:15:42.000019,15.01266313,0.000216,97.6031,160.497,95.0789,314.0056,0,C,53688,280,1,-0.0003559,-4.5627e-05,0,0.389,SpaceX-E
STARLINK-4570,2022-105AU,2025-10-07T18:19:42.000038,15.01262215,0.0001179,97.6016,160.4361,165.5499,138.5115,0,C,53690,280,1,-0.00011583,-1.4849e-05,0,0.355,SpaceX-E
STARLINK-4560,2022-105AV,2025-10-07T18:28:42.000038,15.03287556,0.0001757,97.6032,160.5009,91.0712,4.3058,0,C,53691,280,1,0.035743,0.004897,0,0.408,SpaceX-E
STARLINK-4572,2022-105AW,2025-10-07T18:44:42.000029,15.11117079,0.0004785,97.6344,161.9581,61.0677,36.5523,0,C,53692,280,1,0.0029158,0.00048799,0,0.373,SpaceX-E
STARLINK-4566,2022-105AX,2025-10-07T18:21:41.999962,15.05659029,0.0001796,97.6004,160.5782,90.1199,193.165,0,C,53693,280,1,-0.00068384,-9.8479e-05,0,0.351,SpaceX-E
STARLINK-4725,2022-107A,2025-10-07T18:23:41.999971,15.0886213,0.0001303,53.2164,210.2461,90.6398,242.7236,0,C,53700,280,1,-0.001301,-0.00020749,0,0.402,SpaceX-E
STARLINK-4711,2022-107B,2025-10-07T18:17:42.000029,15.0885727,0.0001306,53.2161,210.2261,87.5884,243.1592,0,C,53701,280,1,-0.0010723,-0.000171,0,0.392,SpaceX-E
STARLINK-4724,2022-107C,2025-10-07T18:15:42.000019,15.0889272,0.0001307,53.2157,195.5469,94.5342,90.9614,0,C,53702,280,1,-0.0030261,-0.00048265,0,0.459,SpaceX-E
STARLINK-4731,2022-107D,2025-10-07T18:24:42.000019,15.08844768,7.75e-05,53.2161,210.3623,87.2701,189.7785,0,C,53703,280,1,-4.4622e-05,-7.1168e-06,0,0.283,SpaceX-E
STARLINK-4714,2022-107E,2025-10-07T18:23:41.999971,15.08846333,0.0001266,53.2164,210.8745,86.8133,286.1282,0,C,53704,280,1,-0.0001532,-2.4435e-05,0,0.297,SpaceX-E
STARLINK-4717,2022-107F,2025-10-07T18:17:42.000029,15.08835929,0.0001285,53.2161,210.8547,88.1657,282.1727,0,C,53705,280,1,0.00014282,2.2775e-05,0,0.287,SpaceX-E
STARLINK-4716,2022-107G,2025-10-07T18:24:42.000019,15.08934816,0.0001355,53.2153,210.6777,94.3392,22.4954,0,C,53706,280,1,-0.0045966,-0.00073349,0,0.666,SpaceX-E
STARLINK-4667,2022-107H,2025-10-07T18:18:41.999990,15.088652,0.0001392,53.2156,195.6493,91.3551,45.3758,0,C,53707,280,1,-0.0010539,-0.00016811,0,0.339,SpaceX-E
STARLINK-4694,2022-107J,2025-10-07T18:24:42.000019,15.08888985,0.0001258,53.2162,195.4832,86.4418,153.0355,0,C,53708,280,1,-0.0027975,-0.00044619,0,0.458,SpaceX-E
STARLINK-4685,2022-107K,2025-10-07T18:24:42.000019,15.08888434,0.0001852,53.2165,215.3101,89.2357,220.3123,0,C,53709,280,1,-0.0021205,-0.00033831,0,0.464,SpaceX-E
